Title,Abstract,Year_Published,Publication Year,Source,Journal/Book,DOI,Download_URL,Keywords,MeSH_Terms,Authors,PMID,Citation,Create Date,PMCID,NIHMS ID,First Author,Reference
The Combined Use of Ozone and Negative Pressure Wound Therapy in the Management of Diabetes-Related Foot Disease: A Retrospective Exploratory Cohort Study.,,2026,2026,"Medicina (Kaunas, Lithuania)","Medicina (Kaunas, Lithuania)",10.3390/medicina62050827,https://pubmed.ncbi.nlm.nih.gov/42195080/,"['diabetes mellitus', 'diabetic foot syndrome', 'negative pressure therapy', 'ozone treatment']","['Humans', 'Negative-Pressure Wound Therapy', 'Retrospective Studies', 'Diabetic Foot', 'Ozone', 'Male', 'Female', 'Middle Aged', 'Aged', 'Cohort Studies', 'Wound Healing', 'Treatment Outcome', 'Combined Modality Therapy', 'Debridement']","['Izabella Kuźmiuk-Glembin', 'Agnieszka Białomyzy', 'Michał Sadowski', 'Bogdan Biedunkiewicz', 'Leszek Tylicki', 'Tomasz Niewęgłowski']",42195080,"Medicina (Kaunas, Lithuania). 2026 Apr 27. 62(5). doi: 10.3390/medicina62050827.",27-05-2026,PMC13208845,,Izabella Kuźmiuk-Glembin,"Medicina (Kaunas, Lithuania). 2026 Apr 27. 62(5). doi: 10.3390/medicina62050827."
Machine Learning-Based Severity Stratification for Smart Preventive Decision Support: Evidence from Measles Surveillance in a Resource-Constrained Region.,,2026,2026,Journal of clinical medicine,Journal of clinical medicine,10.3390/jcm15103757,https://pubmed.ncbi.nlm.nih.gov/42194719/,"['South-West Romania', 'disease severity', 'healthcare access', 'machine learning', 'measles', 'public health', 'random forest', 'socioeconomic determinants', 'surveillance', 'vaccination coverage']",[],"['Andrei-Florentin Baiașu', 'Venera-Cristina Dinescu', 'Cătălina-Elena Bică', 'Alexandra-Daniela Rotaru-Zăvăleanu', 'Ana-Maria Boldea', 'Ramona-Constantina Vasile', 'Mircea-Sebastian Șerbănescu', 'Ruxandra-Mădălina Florescu']",42194719,Journal of clinical medicine. 2026 May 14. 15(10). doi: 10.3390/jcm15103757.,27-05-2026,PMC13207851,,Andrei-Florentin Baiașu,Journal of clinical medicine. 2026 May 14. 15(10). doi: 10.3390/jcm15103757.
The Structural Imbalance and Trajectory of Chinese National Policies on Medical-Preventive Integration: A Three-Dimensional Analysis of Policy Instruments (2015-2025).,"The global health landscape is currently confronted with dual challenges from both infectious diseases and chronic conditions. Medical-preventive integration has emerged as a pivotal strategy to address these issues, aiming to create a comprehensive, closed-loop framework that spans disease prevention, treatment, rehabilitation, and healthcare, ultimately improving population health outcomes. In the Chinese context, existing policies remain fragmented, scattered across various healthcare-related regulations, and lack systematic and comprehensive analysis. This policy fragmentation may impede the creation of synergistic effects essential for the effective implementation of integrated healthcare strategies.",2026,2026,"Healthcare (Basel, Switzerland)","Healthcare (Basel, Switzerland)",10.3390/healthcare14101372,https://pubmed.ncbi.nlm.nih.gov/42194464/,"['LDA topic modeling', 'medical-preventive integration', 'policy instrument', 'structural imbalance']",[],"['Wenjie Xu', 'Chi Zhang', 'Yuqi Yang', 'Xinyi Du', 'Yongze Zhang', 'Fang Wu']",42194464,"Healthcare (Basel, Switzerland). 2026 May 17. 14(10). doi: 10.3390/healthcare14101372.",27-05-2026,PMC13205401,,Wenjie Xu,"Healthcare (Basel, Switzerland). 2026 May 17. 14(10). doi: 10.3390/healthcare14101372."
Exploring the Needs and Expectations of Inpatients Towards Assistive Technologies During Neuromotor Rehabilitation.,,2026,2026,"Healthcare (Basel, Switzerland)","Healthcare (Basel, Switzerland)",10.3390/healthcare14101355,https://pubmed.ncbi.nlm.nih.gov/42194447/,"['assistive technology', 'bioengineering', 'neuromotor disorder', 'rehabilitation', 'stakeholder engagement']",[],"['Giovanni Iaselli', 'Federico Colelli Riano', 'Pasquale Moretta', 'Simona Spaccavento', 'Laura Marcuccio', 'Ernesto Losavio', 'Gaetano Pagano', 'Francesco Amato', ""Giovanni D'Addio""]",42194447,"Healthcare (Basel, Switzerland). 2026 May 15. 14(10). doi: 10.3390/healthcare14101355.",27-05-2026,PMC13205515,,Giovanni Iaselli,"Healthcare (Basel, Switzerland). 2026 May 15. 14(10). doi: 10.3390/healthcare14101355."
Impact of Smart Hearing Aid Technology on Self-Esteem in Patients with Sensorineural Hearing Loss: A Cross-Sectional Multivariate Study.,,2026,2026,"Healthcare (Basel, Switzerland)","Healthcare (Basel, Switzerland)",10.3390/healthcare14101336,https://pubmed.ncbi.nlm.nih.gov/42194428/,"['Rosenberg Self-Esteem Scale', 'assistive devices', 'hearing aids', 'hearing handicap', 'neuro-sensory rehabilitation', 'psychosocial well-being', 'self-esteem', 'sensorineural hearing loss', 'smart technologies', 'tinnitus']",[],"['Liviu Lucian Padurean', 'Mirela Frandes', 'Horatiu Eugen Stefanescu', 'Calin Muntean', 'Ioana Delia Horhat']",42194428,"Healthcare (Basel, Switzerland). 2026 May 13. 14(10). doi: 10.3390/healthcare14101336.",27-05-2026,PMC13205758,,Liviu Lucian Padurean,"Healthcare (Basel, Switzerland). 2026 May 13. 14(10). doi: 10.3390/healthcare14101336."
Integrating Smart Home Technology with Social Services: A Qualitative Study of Chinese Older Adults' Experiences with the Care-on-Call Services.,"Although the application of smart home technology in the Chinese eldercare market is widespread, its effectiveness from the users' perspective remains underexplored. This qualitative study examines the perceptions and experiences of older adult users in adopting and applying the Care-on-Call services (Ping An Tong; PAT), a prominent example of smart home technology for eldercare in Mainland China.",2026,2026,"Healthcare (Basel, Switzerland)","Healthcare (Basel, Switzerland)",10.3390/healthcare14101311,https://pubmed.ncbi.nlm.nih.gov/42194403/,"['Chinese eldercare', 'older adult users', 'qualitative study', 'smart home technology', 'social service']",[],"['Jianling Liang', 'Jie Zhuang', 'Jia Zhuang', 'Hok Bun Ku']",42194403,"Healthcare (Basel, Switzerland). 2026 May 12. 14(10). doi: 10.3390/healthcare14101311.",27-05-2026,PMC13206230,,Jianling Liang,"Healthcare (Basel, Switzerland). 2026 May 12. 14(10). doi: 10.3390/healthcare14101311."
Electrical Property Enhancement of a Breast-Fat-Equivalent Phantom for Microwave Mammography.,"(1) Background: Breast cancer is the most prevalent cancer among women. Conventional screening method have drawbacks, including pain and radiation exposure. Microwave mammography has emerged as a promising diagnostic modality, and its development involves assessing equipment performance; however, ethical concerns limit its use on actual animals or humans. Therefore, an electromagnetic phantom mimicking the relative permittivity and conductivity of the human body has become crucial. (2) Methods: In this study, the electrical properties of a phantom were adjusted by modifying the material composition and additives based on a previous study. We used a network analyzer and dielectric probe to measure the electrical properties using the coaxial probe method. (3) Results: One issue with the existing phantom was the large average error rate in conductivity. Therefore, we increased the conductivity by adding sodium chloride (NaCl). Additionally, we investigated the effects of the amounts of cooking oil, TX-151, and detergent on the electrical properties to ensure a stronger correlation with target values. (4) Conclusions: The average error rates for the relative permittivity and conductivity were 8.26% and 16.9%, respectively, demonstrating an improvement in the agreement with the target values compared to the previous formulations.",2026,2026,"Bioengineering (Basel, Switzerland)","Bioengineering (Basel, Switzerland)",10.3390/bioengineering13050526,https://pubmed.ncbi.nlm.nih.gov/42194283/,"['breast-fat-equivalent phantom', 'coaxial probe method', 'conductivity', 'microwave mammography', 'phantom', 'relative permittivity']",[],"['Kotomi Inada', 'Yuka Nozaki', 'Takahiko Yamamoto']",42194283,"Bioengineering (Basel, Switzerland). 2026 Apr 30. 13(5). doi: 10.3390/bioengineering13050526.",27-05-2026,PMC13203835,,Kotomi Inada,"Bioengineering (Basel, Switzerland). 2026 Apr 30. 13(5). doi: 10.3390/bioengineering13050526."
"A translational IoT healthcare framework integrating secure sensing, energy-aware intelligence, and adaptive emergency response.","The Internet of Things (IoT) is transforming the healthcare industry by enabling real-time patient monitoring, predictive analytics and smart decision making across interconnected medical environments. It's still hard to do things like timely response in an emergency, energy efficient scheduling, secure data collection, and accurate anomaly detection, particularly in large hospital networks. This paper proposes an intelligent IoT-driven healthcare framework that incorporates three novel algorithms to fill these gaps: (i) S3AD (Smart Sensor Data Acquisition and Anomaly Detection) for accurate and privacy-preserving physiological sensing; (ii) HEPS (Healthcare Event Prediction and Patient Scheduling) for proactive event forecasting and priority-based, energy-aware task scheduling; and (iii) CARES (Context-Aware Response and Emergency Strategy) for adaptive, real-time emergency management. Python-based simulations were used to develop a modular, layered architecture that combined cloud, edge, and device-level processing with 2,000 simulated IoT devices that transmitted SpO2, heart rate, and temperature data. The experimental results outperform six state-of-the-art algorithms in terms of scalability and efficiency, with a minimum response time of 3.1 s, a maximum anomaly detection accuracy of 97.5%, and an optimal energy usage of 300,000 mWh. Additional machine-learning models and Long Short-Term Memory (LSTM) networks improve diagnostic reliability and throughput. For next-generation healthcare IoT systems, the suggested framework creates a safe, long-lasting, and compatible base. Future research will examine explainable AI-driven decision assistance, blockchain-based data integrity, and robust industrial IoT integration for extensive smart medical infrastructures.",2026,2026,Scientific reports,Scientific reports,10.1038/s41598-026-52679-1,https://pubmed.ncbi.nlm.nih.gov/42191770/,"['Adaptive emergency management', 'Context-aware anomaly detection', 'Energy-efficient scheduling', 'IoT-enabled healthcare', 'Secure data acquisition', 'Smart healthcare systems']",[],"['Tarandeep Kaur Bhatia', 'Vinod Kumar Shukla', 'Keshav Kaushik', 'Renu Kumawat']",42191770,Scientific reports. 2026 May 26. doi: 10.1038/s41598-026-52679-1.,27-05-2026,,,Tarandeep Kaur Bhatia,Scientific reports. 2026 May 26. doi: 10.1038/s41598-026-52679-1.
Blockchain-Enabled Self-Sovereign Identity Applications in Health Care: Scoping Review.,"Self-sovereign identity (SSI) provides a decentralized approach to digital identity management, enabling individuals to control their personal data without reliance on centralized authorities. Blockchain technology offers a tamper-resistant and distributed infrastructure that can support secure and verifiable identity systems. In health care, where identity fragmentation, privacy risks, and interoperability challenges persist, blockchain-enabled SSI (BC-SSI) has been proposed as a potential solution. However, existing research remains heterogeneous, with varying levels of technical maturity and limited evidence of real-world deployment.",2026,2026,Journal of medical Internet research,Journal of medical Internet research,10.2196/89574,https://pubmed.ncbi.nlm.nih.gov/42190234/,"['blockchain', 'decentralization', 'health care', 'identity management', 'privacy', 'security', 'self-sovereign identity']","['Blockchain', 'Delivery of Health Care', 'Humans', 'Computer Security', 'Confidentiality', 'Digital Health', 'Electronic Health Records']","['Abha Pokharel', 'Surya Kathayat']",42190234,Journal of medical Internet research. 2026 May 26. 28:e89574. doi: 10.2196/89574.,26-05-2026,,,Abha Pokharel,Journal of medical Internet research. 2026 May 26. 28:e89574. doi: 10.2196/89574.
Biological Detoxification of Mycotoxins by Lactic Acid Bacteria: Safeguarding Food from Fungal Contaminants.,"Mycotoxins are one of the biggest threats to global food safety, public health, and economic stability. More than 400 mycotoxins have been found to be secondary metabolites of toxigenic fungi, mostly from the genera",2026,2026,Toxins,Toxins,10.3390/toxins18050236,https://pubmed.ncbi.nlm.nih.gov/42188638/,"['biological detoxification', 'biotransformation', 'cell wall adsorption', 'food safety', 'lactic acid bacteria', 'mycotoxins']","['Mycotoxins', 'Food Contamination', 'Animals', 'Humans', 'Fungi', 'Lactobacillales', 'Food Microbiology', 'Food Safety', 'Inactivation, Metabolic']","['Nazia Tabassum', 'Minji Kim', 'Tae-Hee Kim', 'Du-Min Jo', 'Won-Kyo Jung', 'Young-Mog Kim', 'Fazlurrahman Khan']",42188638,Toxins. 2026 May 20. 18(5). doi: 10.3390/toxins18050236.,26-05-2026,PMC13211690,,Nazia Tabassum,Toxins. 2026 May 20. 18(5). doi: 10.3390/toxins18050236.
Biomaterials' Role in Improving Patient Care from Drug Testing and Delivery to Theragnostics and Regenerative Medicine.,"Over the past 200 years (1820-2020), global life expectancy has nearly tripled, increasing from 26 to 72.91 years, due to factors such as poverty reduction and public health initiatives. Today, society faces different challenges than it did centuries ago. In patient care and healthcare system priorities, the goal is to develop smart, feasible, long-lasting, cost-effective, readily available, adverse-reaction-free, adaptable, and personalized solutions that minimize patient discomfort, reduce caregiver effort, and decrease hospitalization duration and costs. In this context, biomaterials serve as versatile tools capable of performing a wide range of diagnostic, therapeutic, and theragnostic functions. Thanks to their biocompatibility, biodegradability, surface chemistry, and responsiveness, biomaterials are currently addressing issues such as patient compliance (through controlled drug-delivery systems and smart wound dressings), long transplant waiting lists, transplant rejection, non-adaptable prosthetics (artificial organs), oncology treatment efficacy (nano-formulations for theragnostics and multiple tumor targeting), and inconsistent in vitro drug-testing models (organs-on-a-chip). In this review, we focus on biomaterials' smartness, then explore databases for efficient product design, and finally highlight their applications in the biomedical field, especially in drug delivery, tissue engineering, and regenerative medicine.",2026,2026,Journal of functional biomaterials,Journal of functional biomaterials,10.3390/jfb17050214,https://pubmed.ncbi.nlm.nih.gov/42188382/,"['bioprinting', 'drug release', 'drug-delivery system', 'intelligent biomaterials', 'nanomedicine', 'polymer database', 'regenerative medicine', 'smart biomaterials', 'theragnostics', 'tissue engineering']",[],"['Sabina Cristiana Badulescu', 'Emma Adriana Ozon', 'Adina Magdalena Musuc', 'Manuela Diana Ene', 'Rica Boscencu']",42188382,Journal of functional biomaterials. 2026 May 01. 17(5). doi: 10.3390/jfb17050214.,26-05-2026,PMC13207391,,Sabina Cristiana Badulescu,Journal of functional biomaterials. 2026 May 01. 17(5). doi: 10.3390/jfb17050214.
Antidiabetic Effects of,Brown seaweeds are recognized for their rich content of phlorotannins with promising antidiabetic properties through multi-targeted modulation of glucose metabolism. This study investigated the antidiabetic potential of the ethyl acetate fraction of,2026,2026,Marine drugs,Marine drugs,10.3390/md24050174,https://pubmed.ncbi.nlm.nih.gov/42188309/,"['AMPK', 'DPP-IV', 'Ecklonia cava', 'dieckol', 'glucose transporters', 'phlorotannins', 'type 2 diabetes']","['Benzofurans', 'Phaeophyceae', 'Humans', 'Hypoglycemic Agents', 'Glucose', 'Caco-2 Cells', 'Dipeptidyl-Peptidase IV Inhibitors', 'Dipeptidyl Peptidase 4', 'Animals', 'alpha-Amylases', 'Biological Transport', 'Seaweed']","['Indyaswan T Suryaningtyas', 'Nabila Shafura', 'Ratih Pangestuti', 'Won-Kyo Jung', 'Jae-Young Je']",42188309,Marine drugs. 2026 May 12. 24(5). doi: 10.3390/md24050174.,26-05-2026,PMC13209096,,Indyaswan T Suryaningtyas,Marine drugs. 2026 May 12. 24(5). doi: 10.3390/md24050174.
"Unobtrusive Sensing at Home Towards Healthcare 5.0: Technologies, Applications, and Future Directions.","The growing prevalence of chronic diseases, population aging, and the shift toward preventive and personalized care under Healthcare 5.0 have increased the need for continuous health monitoring beyond clinical settings. While wearable devices enable remote monitoring, their long-term use is often limited by user compliance, comfort issues, battery dependence, and disruption of daily routines. To address these limitations, unobtrusive home-based health monitoring systems have emerged, integrating sensing technologies into domestic environments and everyday objects. This review provides a system-level analysis of unobtrusive health monitoring technologies for smart homes. It examines seven major sensing approaches, including camera-, laser-, radar-, infrared-, mechanical-, bioelectrical-, and optical-based sensors, and their integration into four home environments: living areas, bathrooms, bedrooms, and home offices. For each sensing modality, the operating principles, monitored physiological parameters, representative applications, and key advantages and limitations are discussed. Overall, existing solutions reveal trade-offs among measurement accuracy, robustness in real home conditions, energy autonomy, privacy preservation, and user acceptance. Heart rate and respiratory rate are the most commonly monitored parameters, while multimodal and clinically validated systems remain limited. Although unobtrusive sensing technologies show strong potential for proactive and personalized healthcare, challenges related to accuracy, interoperability, privacy, and cost continue to hinder large-scale adoption.",2026,2026,Biosensors,Biosensors,10.3390/bios16050250,https://pubmed.ncbi.nlm.nih.gov/42187446/,"['Healthcare 5.0', 'health parameters', 'home health monitoring', 'unobtrusive sensors', 'vital signs']","['Humans', 'Wearable Electronic Devices', 'Digital Health', 'Monitoring, Physiologic', 'Biosensing Techniques']","['Regina Oliveira', 'Joana Simões', 'Pedro Correia', 'António Teixeira', 'Florinda Costa', 'Cátia Leitão', 'Ana Luísa Silva']",42187446,Biosensors. 2026 Apr 29. 16(5). doi: 10.3390/bios16050250.,26-05-2026,PMC13204518,,Regina Oliveira,Biosensors. 2026 Apr 29. 16(5). doi: 10.3390/bios16050250.
Analysis of microbial structure and function in fermented grains during the fermentation process of Congjiang WeiJiu based on high-throughput sequencing.,"WeiJiu was a traditional specialty liquor from the Zhuang ethnic villages in Congjiang County, Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou Province. It was brewed using glutinous Xianghe rice, mountain spring water, and ancestral",2026,2026,PeerJ,PeerJ,10.7717/peerj.21180,https://pubmed.ncbi.nlm.nih.gov/42186476/,"['Diversity', 'Fermentation processes', 'Functional annotations', 'High-throughput sequencing', 'Microbial community structure', 'WeiJiu']","['Fermentation', 'High-Throughput Nucleotide Sequencing', 'China', 'Microbiota', 'Alcoholic Beverages', 'Edible Grain']","['Lei Shao', 'Shucai Li', 'Long Yang', 'Shenbing Wei', 'Gang Shen', 'Lihong Shi', 'Jiahong Zhu', 'Bohan Ding', 'Yu Liu', 'Yuxin Shi', 'Yong Liu']",42186476,PeerJ. 2026. 14:e21180. doi: 10.7717/peerj.21180.,26-05-2026,PMC13198848,,Lei Shao,PeerJ. 2026. 14:e21180. doi: 10.7717/peerj.21180.
Spatial synergy in the digital era: a geo-analytics framework for detecting regional health patterns in urban smart city development.,"With enhanced digitization of large-scale health and socio-economic data, it has generated new opportunities and challenges in the processes and planning of smart cities in the cities and public health. It is increasingly becoming necessary to have combined analytical frameworks that are able to work out these data into actionable information in dealing with health disparities. The paper hypothesizes a geospatial analytical model, the Spatial Health Information Tool (SHIT), which can be used to study health inequity at the county level in the United States METHODS: The framework was constructed with the help of the CDC PLACES 2024 data that comprised 3,142 counties and 40 health measures. To determine the spatial autocorrelation and geographic hot spots of unfavorable health outcomes, spatial statistical tools, such as Global Moran I, Local Moran I and Getis-Ord statistics were used. DBSCAN was used to perform density-based clustering to identify spatial groups of counties that were similar in their risk profiles. Besides, a random forest regression was also used to assess predictive relations between identified risk factors and health outcomes, which allowed considering the relative significance of determinants that led to health disparities. In an attempt to further encode spatial relationships among neighboring regions, a Graph Neural Network (GNN) was used to encode spatial relationship across counties. Moreover, a composite Health Vulnerability Index was computed by summing up the choice of health indicators into a normalized score in order to determine counties with high cumulative health risk. To enhance the explanatory power of the analytical findings, the Explainable Artificial Intelligence (XAI) methods were included to determine the most significant determinants of health inequalities. This element enables the framework to connect the spatial health patterns with their socioeconomic or behavioral risk factors. The framework has been equipped with interactive visualization modules, such as choropleth maps, scatterplots, spatial queries, and three-dimensional prevalence surface maps as support of the exploratory spatial analysis.",2026,2026,BMC public health,BMC public health,10.1186/s12889-026-27688-4,https://pubmed.ncbi.nlm.nih.gov/42185997/,"['DBSCAN', 'Data in Healthcare', 'GIS-based Decision Support', 'Geo-spatial Analytics', 'Random Forest Regressor', 'Spatial Autocorrelation']",[],"['Ritu Chauhan', 'Mehak Jena', 'Eiad Yafi', 'Megat F Zuhairi']",42185997,BMC public health. 2026 May 25. doi: 10.1186/s12889-026-27688-4.,26-05-2026,,,Ritu Chauhan,BMC public health. 2026 May 25. doi: 10.1186/s12889-026-27688-4.
"A Multi-Phase Protocol for Developing and Validating an Explainable AI Framework for Continuous Monitoring, Risk Stratification, and Clinical Decision Support in Primary Biliary Cholangitis.","Primary biliary cholangitis (PBC) management remains limited by reliance on static biochemical markers, fragmented assessment of symptom burden, and inadequate noninvasive risk stratification for clinically significant portal hypertension (CSPH). Existing tools fail to integrate longitudinal laboratory trends, elastography, and patient-reported outcomes, and translation of risk assessment into guideline-concordant clinical action remains inconsistent.",2026,2026,JMIR research protocols,JMIR research protocols,10.2196/89279,https://pubmed.ncbi.nlm.nih.gov/42184424/,[],[],"['Basile Njei', 'Ulrick Sidney Kanmounye']",42184424,JMIR research protocols. 2026 Apr 27. doi: 10.2196/89279.,25-05-2026,,,Basile Njei,JMIR research protocols. 2026 Apr 27. doi: 10.2196/89279.
Rek-Surv: A lightweight deep survival model for plant infectious disease onset prediction.,"Infectious disease outbreaks in crop systems pose a significant threat to global food security, particularly when early detection and intervention opportunities are missed. Predicting not just whether but when an infection will emerge is critical for effective disease management and control. In this context, survival analysis-a statistical framework for modeling time-to-event data-offers a natural and powerful solution. Widely adopted in epidemiology and clinical research, survival analysis can be adapted to plant disease surveillance for predicting the timing of infection onset at the host or population level. However, deep survival models based on multilayer perceptrons (MLPs) often struggle with high-dimensional agricultural data, leading to issues such as overfitting, poor parameter efficiency, and limited interpretability. To address these challenges, we introduce a Kolmogorov-Arnold Network (KAN) architecture into the survival analysis context, leveraging its compact nonlinear function-approximation capabilities to improve predictive performance and efficiency. We present Rek-Surv, a lightweight deep survival model built on an Efficient-KAN backbone and augmented with residual connections and enhanced regularization. Rek-Surv is evaluated on five clinical benchmark datasets as well as a citrus Huanglongbing (HLB) plant disease dataset, demonstrating its generalizability across human and plant infectious disease contexts. On the HLB task, Rek-Surv achieves a high concordance index (C-index) of 0.962 with only 114 trainable parameters and millisecond-level inference speed. It outperforms existing survival models by providing more accurate outbreak onset predictions with a fraction of the model complexity. This efficiency makes Rek-Surv well-suited for real-time outbreak detection and early intervention, illustrating how advanced survival models can enable proactive infectious disease management in both agriculture and healthcare.",2026,2026,Infectious Disease Modelling,Infectious Disease Modelling,10.1016/j.idm.2026.03.001,https://pubmed.ncbi.nlm.nih.gov/42182949/,"['Agricultural disease prediction', 'Citrus Huanglongbing', 'Deep survival analysis', 'Kolmogorov-Arnold networks', 'Precision agriculture', 'Residual mechanism']",[],"['Jinggui Xiao', 'Shan Hu', 'Xiaoling Deng', 'Yubin Lan', 'Meirong Xu', 'Fen Dai', 'Yuhe Li', 'Junchao You', 'Guangnan Zhang', 'Yongshun Liu']",42182949,Infectious Disease Modelling. 2026 Dec. 11(4):1270-1279. doi: 10.1016/j.idm.2026.03.001.,25-05-2026,PMC13196313,,Jinggui Xiao,Infectious Disease Modelling. 2026 Dec. 11(4):1270-1279. doi: 10.1016/j.idm.2026.03.001.
Feasibility and acceptability of a smart healthcare cloud platform based on a standardized discourse form in the postoperative follow-up of patients with non-small cell lung cancer.,"Smart healthcare systems and cloud platforms have been widely used in the field of medicine and healthcare, but it is rarely being applied in the field of postoperative follow-up. This study aimed to assess the feasibility and acceptability of a smart healthcare cloud platform based on a standardized discourse form in the postoperative follow-up of patients with non-small cell lung cancer (NSCLC).",2026,2026,Journal of thoracic disease,Journal of thoracic disease,10.21037/jtd-2026-1-0241,https://pubmed.ncbi.nlm.nih.gov/42182632/,"['Smart healthcare', 'cloud platform', 'follow-up study', 'non-small cell lung cancer (NSCLC)', 'quality of life']",[],"['Zhe Wu', 'Guohua Wang', 'Zhiyuan Yao', 'Qiancheng Lu', 'Rongjian Xu', 'Tong Qiu', 'Wenxing Du', 'Xiao Sun', 'Enzheng Yu', 'Fengyi Han', 'Wenjie Jiao']",42182632,Journal of thoracic disease. 2026 Apr 30. 18(4):404. doi: 10.21037/jtd-2026-1-0241.,25-05-2026,PMC13189995,,Zhe Wu,Journal of thoracic disease. 2026 Apr 30. 18(4):404. doi: 10.21037/jtd-2026-1-0241.
Building the next frontier: Artificial intelligence in 3D-printed medicines.,"Artificial intelligence (AI) and 3D printing are transforming pharmaceutical manufacturing by enabling the production of personalized medications. AI supports real-time decision-making in diagnostics and robotics, although its application in pharmaceutical research remains at an early stage. 3D printing, particularly additive manufacturing, provides precise control over drug formulation, allowing the design of patient-specific dosage forms with tailored release profiles. Machine learning and deep neural networks are used to predict formulation parameters, optimize processing conditions, and support the design of innovative drug delivery geometries. Technological platforms such as cloud computing and blockchain enhance data security, transparency, and scalability. Printable materials-including thermoplastic polymers, hydrogels, and bioinks-demonstrate utility in AI-assisted manufacturing systems. The integration of AI, smart materials, and 3D printing advances intelligent drug production technologies aligned with Industry 4.0 principles. Key considerations include regulatory compliance, data reliability, ethical implications, and pathways for clinical translation. Clinical medicine is rapidly advancing through the adoption of 3D printing and AI, enabling personalized prosthetics, accurate surgical planning, and bioprinted tissues. AI-driven segmentation and optimization enhance the accuracy and efficiency of 3D-printed anatomical models for pre-operative preparations and medical training. Cardiology, oncology, and orthopedics are increasingly adopting these technologies to improve patient outcomes and clinical workflows. Future directions include broader adoption across specialties, bioprinting for regenerative health care, and AI-optimized systems for targeted drug delivery. This review addresses the current challenges and limitations of AI and 3D-printed medicines, pharmaceutical manufacturing, case studies, ethical considerations, and future perspectives.",2026,2026,Biomaterials translational,Biomaterials translational,10.12336/bmt.25.00043,https://pubmed.ncbi.nlm.nih.gov/42179771/,"['3D printing', 'Artificial intelligence', 'Bioprinting', 'Industry 4.0', 'Machine learning', 'Neural networks']",[],"['Rittin Abraham Kurien', 'Gokul Kannan', 'Kasitpong Thanawut', 'Supakij Suttiruengwong', 'Pornsak Sriamornsak']",42179771,Biomaterials translational. 2026. 7(1):55-78. doi: 10.12336/bmt.25.00043.,25-05-2026,PMC13190116,,Rittin Abraham Kurien,Biomaterials translational. 2026. 7(1):55-78. doi: 10.12336/bmt.25.00043.
"Melatonin seed priming: A climate-smart, green strategy to enhance abiotic stress tolerance in plants.","Enhancing crop tolerance to multiple abiotic stresses is critical for achieving sustainable agriculture. Targeted seed-stage interventions using natural signaling compounds (e.g., melatonin) provide a unique opportunity to establish early stress tolerance that can persist through the critical seed-to-seedling transition. Melatonin seed priming (MSP) is rapidly emerging as a green and climate-smart strategy for enhancing plant stress tolerance. MSP triggers defensive molecular, biochemical, and physiological reprogramming during germination, thereby improving plant performance under subsequent stress conditions. This review synthesizes recent mechanistic insights into how MSP confers stress tolerance across diverse species by modulating redox signaling, hormonal homeostasis, and stress-related gene networks. We elucidate the synergistic potential of MSP when combined with nanoformulations, other priming agents, or beneficial microbes. We also discuss its crosstalk with key signaling pathways to better understand the tolerance mechanisms. Furthermore, we propose a forward-looking strategy that integrates omics, genome editing, speed breeding, and molecular phenotyping methods to improve MSP applications for the development of stress-smart crops. Despite its potential, MSP still faces multiple challenges, including species-specific responses, dosage variability, limited post-priming seed storage stability, and a lack of field-scale validation. Addressing these bottlenecks through high-throughput screening, epigenetic memory assessment, and optimized delivery systems will be essential to fully harness the practical potential of MSP as a sustainable and green approach for future agriculture.",2026,2026,Journal of integrative plant biology,Journal of integrative plant biology,10.1111/jipb.70291,https://pubmed.ncbi.nlm.nih.gov/42178738/,"['biostimulant', 'hormonal crosstalk', 'hydropriming', 'molecular breeding', 'nanoformulations', 'stress memory', 'stress‐smart seeds']",[],"['Ali Raza', 'Yiran Li', 'Chunli Guo', 'Erna Karalija', 'Evgenios Agathokleous', 'Meng Jiang', 'Jie Zhou', 'Vasileios Fotopoulos', 'Zhangli Hu']",42178738,Journal of integrative plant biology. 2026 May 24. doi: 10.1111/jipb.70291.,25-05-2026,,,Ali Raza,Journal of integrative plant biology. 2026 May 24. doi: 10.1111/jipb.70291.
