Title,Abstract,Year_Published,Publication Year,Source,Journal/Book,DOI,Download_URL,Keywords,MeSH_Terms,Authors,PMID,Citation,Create Date,PMCID,NIHMS ID,First Author,Reference
Digital health literacy scale in older adults: A study on the validity and reliability of the Turkish version.,"Smart healthcare services and digital therapeutics are rapidly spreading, making digital health literacy skills critically important to benefit from these services. This is especially essential for older adults, who often need consistent health management. However, in Turkey, no suitable scale currently exists to measure digital health literacy among older adults. Therefore, This research aims to translate the Digital Health Literacy Scale to Turkish and assess its validity and reliability for elderly individuals.",2026,2026,"Geriatric nursing (New York, N.Y.)","Geriatric nursing (New York, N.Y.)",10.1016/j.gerinurse.2026.104101,https://pubmed.ncbi.nlm.nih.gov/42155325/,"['Confirmatory factor analysis', 'Digital health care', 'Digital health literacy', 'Mobile phone', 'Older adults']",[],"['Gülcan Bahcecioglu Turan', 'Mizgin Demir', 'Zülfünaz Özer']",42155325,"Geriatric nursing (New York, N.Y.). 2026 May 18. 71:104101. doi: 10.1016/j.gerinurse.2026.104101.",20-05-2026,,,Gülcan Bahcecioglu Turan,"Geriatric nursing (New York, N.Y.). 2026 May 18. 71:104101. doi: 10.1016/j.gerinurse.2026.104101."
Leveraging computerized adaptive testing for cost-effective evaluation of large language models in medical benchmarking.,"Large language models (LLMs) are increasingly applied in healthcare, yet their evaluation relies predominantly on static benchmarks that are costly, contamination-prone, and lack calibrated measurement properties for fine-grained performance tracking. We developed and validated a computerized adaptive testing (CAT) framework grounded in item response theory to enable scalable, psychometrically rigorous assessment of standardized medical knowledge in LLMs. A two-phase study comprising Monte Carlo simulations and empirical evaluation of 38 LLMs was conducted between July and September 2025. The CAT protocol achieved a near-perfect correlation with full-bank results (r = 0.988) using only 1.3% of items. Evaluation time decreased from 6.85 hours to 8.4 min per model, and token usage dropped from 1.77 million to 0.03 million. Model rankings were fully preserved (Spearman's ρ = 1.0). At current API pricing, per-model evaluation costs fell from approximately $1,475 to under $5. This adaptive methodology serves as an essential pre- screening and continuous monitoring tool under a standardized testing protocol. Crucially, it is not a substitute for real-world clinical validation or safety-oriented prospective studies; rather, it enables developers and healthcare institutions to implement rigorous, high-frequency, evidence-based evaluation of foundational knowledge prior to more resource-intensive downstream testing.",2026,2026,NPJ digital medicine,NPJ digital medicine,10.1038/s41746-026-02671-w,https://pubmed.ncbi.nlm.nih.gov/42151446/,[],[],"['Tianpeng Zheng', 'Zhehan Jiang', 'Jiayi Liu', 'Shicong Feng']",42151446,NPJ digital medicine. 2026 May 18. doi: 10.1038/s41746-026-02671-w.,19-05-2026,,,Tianpeng Zheng,NPJ digital medicine. 2026 May 18. doi: 10.1038/s41746-026-02671-w.
[Effectiveness of Dog-Assisted Therapy in Improving the Behavioral and Psychological Symptoms of Dementia: A Systematic Review and Meta-Analysis].,"Patients with dementia commonly exhibit behavioral and psychological symptoms of dementia (BPSD) such as depression, withdrawal, and agitation. These symptoms are known to significantly impact both mental and physical health, increase caregiving burdens, and lead to higher rates of hospitalization and mortality.",2026,2026,Hu li za zhi The journal of nursing,Hu li za zhi The journal of nursing,10.6224/JN.26309,https://pubmed.ncbi.nlm.nih.gov/42151047/,"['behavioral and psychological symptoms', 'dementia', 'dog-assisted therapy', 'meta-analysis', 'systematic review']","['Dementia', 'Animal Assisted Therapy', 'Humans', 'Dogs', 'Animals', 'Randomized Controlled Trials as Topic']","['Tsuei-Yi Tseng', 'Jia-Sin Luo', 'Chia-Chi Kuo']",42151047,Hu li za zhi The journal of nursing. 2026 Jun. 73(3). doi: 10.6224/JN.26309.,19-05-2026,,,Tsuei-Yi Tseng,Hu li za zhi The journal of nursing. 2026 Jun. 73(3). doi: 10.6224/JN.26309.
Selective early medical treatment of the patent ductus arteriosus in extremely low gestational age infants: a pilot randomised controlled trial (SMART-PDA).,To assess feasibility of recruitment and compare clinical outcomes in a trial of early selective treatment of a moderate-severe patent ductus arteriosus (PDA) or no intervention in the first 7 postnatal days in extremely preterm infants.,2026,2026,Archives of disease in childhood. Fetal and neonatal edition,Archives of disease in childhood. Fetal and neonatal edition,10.1136/archdischild-2026-330462,https://pubmed.ncbi.nlm.nih.gov/42150872/,"['Cardiology', 'Intensive Care Units, Neonatal']",[],"['Souvik Mitra', 'Audrey Hebert', 'Michael P Castaldo', 'Tim Disher', 'Walid El-Naggar', 'Santokh Dhillon', 'Ziad Alhassen', 'Jenny Koo', 'Anup C Katheria', 'Abbas Hyderi', 'Kumar Kumaran', 'Joseph Ting', 'Aimann Surak', 'Jillian Larocque', 'Dawn Pepper', 'Lisa Hornberger', 'Marjorie Makoni', 'Dany E Weisz', 'Amish Jain', 'Fabiana Bacchini', 'Austin J J Cameron-Nola', 'Tara Hatfield', 'Jon Dorling', 'Patrick J McNamara', 'Lehana Thabane']",42150872,Archives of disease in childhood. Fetal and neonatal edition. 2026 May 18. doi: 10.1136/archdischild-2026-330462.,19-05-2026,,,Souvik Mitra,Archives of disease in childhood. Fetal and neonatal edition. 2026 May 18. doi: 10.1136/archdischild-2026-330462.
Exploring factors contributing to antibiotic resistance: A cross-sectional empirical study in Bangladesh.,"Antibiotic resistance is a growing public health concern, particularly in low- and middle-income countries such as Bangladesh. This cross-sectional empirical study analyzed primary survey data collected from 254 respondents in Bangladesh using Structural Equation Modeling (SEM). Structural Equation Modeling (SEM) with Smart-PLS 4.0 was employed to analyze the relationships between key variables, ensuring accurate results despite non-normal data. The findings reveal that economic pressures, inadequate diagnostics, and cultural misconceptions are key contributors to antibiotic overuse and misuse. The study is grounded in the Health Belief Model and Ecological Systems Theory, offering a framework to understand these behaviors. It underscores the need for targeted policies, improved diagnostic resources, and heightened public awareness to address the growing problem of antimicrobial resistance. The findings indicate that economic incentives, diagnostic uncertainty, healthcare infrastructure, and sociocultural beliefs significantly influence antibiotic resistance within the surveyed population.",2026,2026,PloS one,PloS one,10.1371/journal.pone.0344449,https://pubmed.ncbi.nlm.nih.gov/42149871/,[],"['Humans', 'Bangladesh', 'Cross-Sectional Studies', 'Female', 'Male', 'Adult', 'Anti-Bacterial Agents', 'Drug Resistance, Microbial', 'Middle Aged', 'Young Adult', 'Adolescent', 'Surveys and Questionnaires', 'Health Knowledge, Attitudes, Practice', 'Drug Resistance, Bacterial']","['Abdullah Al Rakib', 'Dr Johaira Sultana Toma', 'Dr Mousumi Akhtar', 'Md Abu Hasnat', 'Md Sohel Rana', 'Rezwan Ul Haque Aubhi', 'Nur-A-Alam Mishad', 'Farzana Rahman', 'Shadia Sharmin']",42149871,PloS one. 2026. 21(5):e0344449. doi: 10.1371/journal.pone.0344449.,18-05-2026,PMC13183214,,Abdullah Al Rakib,PloS one. 2026. 21(5):e0344449. doi: 10.1371/journal.pone.0344449.
Multimodal healthcare system for human activity recognition using multiple features and advanced ensemble classifier.,"Human activity recognition (HAR) is applicable in various areas as it helps in healthcare monitoring, exercise assessment, and monitoring of smart devices.",2026,2026,Digital health,Digital health,10.1177/20552076261427061,https://pubmed.ncbi.nlm.nih.gov/42145332/,"['Activity recognition', 'ensemble learning', 'healthcare', 'machine learning', 'sparse neural networks', 'wearable sensor']",[],"['Fakhra Nazar', 'Yanfeng Wu', 'Hanan Aljuaid', 'Ahmad Jalal', 'Hui Liu']",42145332,Digital health. 2026. 12:20552076261427061. doi: 10.1177/20552076261427061.,18-05-2026,PMC13172693,,Fakhra Nazar,Digital health. 2026. 12:20552076261427061. doi: 10.1177/20552076261427061.
Progress in precision drug delivery systems for neurodegenerative diseases with muscle atrophy.,"Neurodegenerative diseases frequently co-occur with skeletal muscle atrophy, creating a complex comorbid condition that significantly accelerates functional decline and increases mortality. This dual pathology is driven by interconnected mechanisms such as protein aggregation, neuroinflammation, and impaired axonal transport, disrupting critical neuromuscular junctions (NMJs). However, a significant research gap exists in the development of therapeutic strategies that can effectively and simultaneously target both the central nervous system (CNS) and peripheral muscle tissues. We systematically summarizes the core pathological targets and critically evaluates recent advances in precision drug delivery systems designed to overcome these challenges. We explore innovative strategies, including engineered viral vectors and receptor-targeted nanoparticles for CNS delivery, as well as smart biomaterials and extracellular vesicles (EVs) for muscle-specific and dual-organ intervention, highlighting the growing role of artificial intelligence (AI) in optimizing their design. Furthermore, this review discusses the construction of multidimensional efficacy evaluation systems that integrate behavioral, molecular, and imaging biomarkers and addresses pivotal clinical translation challenges, from scalable production to species-specific differences. By examining the pathological landscape across the central nervous system and skeletal muscle together, this review connects mechanisms that have more often been considered in isolation and evaluates how their convergence may inform the design of delivery strategies targeting both tissue compartments.",2026,2026,Neuropharmacology,Neuropharmacology,10.1016/j.neuropharm.2026.111027,https://pubmed.ncbi.nlm.nih.gov/42144072/,"['Blood-brain barrier', 'Muscle atrophy', 'Neurodegenerative diseases', 'Precision drug delivery systems']",[],"['Gongchang Zhang', 'Fengjuan Hu', 'Yan Zhang', 'Daiping Li', 'Yiping Deng', 'Ming Yang', 'Tingting Huang', 'Xueling Deng', 'Ying Li', 'Chenying Fu', 'Lixing Zhou', 'Birong Dong']",42144072,Neuropharmacology. 2026 May 16. 297:111027. doi: 10.1016/j.neuropharm.2026.111027.,18-05-2026,,,Gongchang Zhang,Neuropharmacology. 2026 May 16. 297:111027. doi: 10.1016/j.neuropharm.2026.111027.
From polyetheretherketone to 3D‑printed composites: hydrothermal stability and cement‑dependent resin bonding of high‑performance polymers to pediatric restorations.,"This study evaluated the water sorption/solubility, surface characteristics, and bonding performance of different high‑performance polymers intended for restorations and appliances used in pediatric dentistry, emphasizing their hydrothermal stability and cementation protocols for durable bonding.",2026,2026,BMC oral health,BMC oral health,10.1186/s12903-026-08492-3,https://pubmed.ncbi.nlm.nih.gov/42143305/,"['3D printing', 'Bonding', 'Hydrothermal stability', 'Pediatric dentistry', 'Polyetheretherketone']",[],"['Szu-I Lin', 'Chien-Fu Tseng', 'Chi-Fei Hsieh', 'Yuichi Mine', 'Yao-Chang Chiang', 'Chiang-Wen Lee', 'Tzu-Yu Peng']",42143305,BMC oral health. 2026 May 16. doi: 10.1186/s12903-026-08492-3.,17-05-2026,,,Szu-I Lin,BMC oral health. 2026 May 16. doi: 10.1186/s12903-026-08492-3.
Re-balancing immunity with CRISPR-Cas9: Novel strategies for cancer and autoimmune disorders.,"Dysregulated immune activity is a cornerstone of numerous diseases, where excessive suppression enables cancer progression and uncontrolled activation drives autoimmunity. Immunotherapy aims to restore this balance, however, conventional approaches are often limited by suboptimal precision, efficacy, or long-term safety. The emergence of the CRISPR-Cas9 (clustered regularly interspaced short palindromic repeats-CRISPR-associated protein 9) genome-editing system has opened transformative avenues for overcoming these hurdles. This review traces the development of the CRISPR-Cas9 toolkit, encompassing gene knock out (CRISPR-KO), knock in (CRISPR-KI), transcriptional activation (CRISPRa), interference (CRISPRi), base editing and prime editing-and examines their application in reprogramming immune responses. We focus on how these six strategies enhance anti-tumor immunity by engineering immune cells to bypass inhibitory checkpoints and the tumor microenvironment, and suppress autoimmunity by restoring immune tolerance through precise genomic and transcriptional interventions. Finally, we discuss translational challenges and future directions, including the adoption of next-generation editors and smart delivery systems, which are poised to maximize the therapeutic potential of CRISPR-based cellular interventions.",2026,2026,Biotechnology advances,Biotechnology advances,10.1016/j.biotechadv.2026.108921,https://pubmed.ncbi.nlm.nih.gov/42142549/,"['Autoimmune disease', 'CRISPR-Cas9', 'Genome editing', 'Immune', 'Immune tolerance', 'Immunity', 'Immunotherapy', 'Tumor', 'Tumor microenvironment', 'cancer']",[],"['Xuanqi Ren', 'Ziyang Zhou', 'Lingkai Kong', 'Yibo Guo', 'Yan Liu', 'Jiazhen Li', 'Xiaosong Gu', 'Chunping Jiang', 'Junhua Wu']",42142549,Biotechnology advances. 2026 May 15. 90:108921. doi: 10.1016/j.biotechadv.2026.108921.,17-05-2026,,,Xuanqi Ren,Biotechnology advances. 2026 May 15. 90:108921. doi: 10.1016/j.biotechadv.2026.108921.
"Safety, Toxicity, and Regulation of Biomaterials: A Systematic Review of Global Frameworks and Emerging Challenges.","Biomaterials are natural or synthetic materials designed to interact with biological systems for medical, environmental, or industrial applications. Despite their expanding market and crucial healthcare role, ensuring safety and establishing consistent regulatory frameworks remains challenging. Regulatory inconsistencies impede innovation, increase development costs, and potentially compromise patient safety. To systematically examine toxicity concerns and regulatory frameworks governing biomaterials across major regions (USA, EU, India, China & Australia) and evaluate international standards from OECD and ISO organizations. We aimed to identify regulatory gaps, assess challenges posed by advanced materials, and propose solutions for harmonized global regulation. A comprehensive systematic review was conducted following PRISMA guidelines. Multiple electronic databases were searched to identify relevant studies examining biomaterial toxicity assessment methods and regulatory frameworks. Studies were screened based on predetermined eligibility criteria focusing on regulatory standards, toxicity evaluation methods, and safety protocols. Data extraction encompassed regulatory requirements, testing methodologies, and approval pathways. Analysis revealed significant regulatory heterogeneity across jurisdictions, with traditional testing methods inadequately addressing risks from advanced materials including nanomaterials and 3D-printed tissues. Major gaps included absence of unified global approaches, insufficient evaluation methods for complex dynamic biomaterials undergoing transformation in vivo, and lack of systematic long-term monitoring systems. Substantial improvements are achievable through innovative approaches including computational modeling for expedited approvals, smart implants incorporating embedded sensors for real-time monitoring, and establishment of international databases to eliminate redundant testing. These recommendations could enhance regulatory efficiency, improve patient safety, and facilitate global harmonization while accelerating access to life-saving technologies.",2026,2026,"Journal of biomedical materials research. Part B, Applied biomaterials","Journal of biomedical materials research. Part B, Applied biomaterials",10.1002/jbm.b.70064,https://pubmed.ncbi.nlm.nih.gov/42141760/,"['ISO 10993', 'biocompatibility', 'biomaterial toxicity', 'chemical stability', 'good manufacturing practices (GMP)', 'material property validation', 'mechanical strength']","['Biocompatible Materials', 'Humans', 'Animals', 'Materials Testing']","['Abhishek Rawat', 'Anoushka Khanna', 'Bhupendra Singh Butola', 'Navneet Sharma']",42141760,"Journal of biomedical materials research. Part B, Applied biomaterials. 2026 May. 114(5):e70064. doi: 10.1002/jbm.b.70064.",16-05-2026,,,Abhishek Rawat,"Journal of biomedical materials research. Part B, Applied biomaterials. 2026 May. 114(5):e70064. doi: 10.1002/jbm.b.70064."
Quantum-enhanced federated blockchain for privacy-preserving cardiovascular intelligence.,"Cardio-Vascular Diseases (CvDs) persist as a significant mortality reason worldwide, which requires advanced risk categorization technologies that can offer custom medicine while protecting patient information. Present healthcare approaches must overcome fragmented data distribution systems, weak security measures in collaborative environments, and the ineffective processing of multi-mode clinical details. Our proposed Decentralized Federated Blockchain for Cardiovascular Intelligence (DFBCI) framework integrates the Multi-Chain Aggregation with Adaptive Consensus (MCAC) mechanism and the advanced Federated Dynamic Relational Learning (FDRL) technique to solve identified challenges. The DFBCI system enables protected cooperation between institutions through its blockchain multi-chain setup that securely combines medical data with imaging information while maintaining data integrity. The FDRL technique extracts patient temporal behavior knowledge from different modalities, which include ElectroCardioGrams (ECGs), echocardiograms, and biomarker datasets. The system executes feature extraction using Quantum-Enhanced Privacy Masking (QEPM) for security alongside non-invasive cardiac risk modeling through federated optimization and performs decentralized validation with smart contracts. Compared to standard approaches, Experimental results reveal that models achieve 19% better CvD risk prediction while reducing their convergence time by 22% and enhancing scalability by 27%. DFBCI creates powerful healthcare analytical platforms that advance secure CvD risk sorting worldwide without violating privacy rights, setting benchmark for fast, collaborative assessments.",2026,2026,Scientific reports,Scientific reports,10.1038/s41598-026-47521-7,https://pubmed.ncbi.nlm.nih.gov/42141004/,"['Blockchain', 'CvD', 'Decentralization', 'Deep learning', 'Federated learning', 'Multi-modal', 'Privacy', 'Quantum', 'Secure']",[],"['R Sivakami', 'V Vinoth Kumar', 'N Krishnamoorthy', 'Temesgen Engida Yimer']",42141004,Scientific reports. 2026 May 16. doi: 10.1038/s41598-026-47521-7.,16-05-2026,,,R Sivakami,Scientific reports. 2026 May 16. doi: 10.1038/s41598-026-47521-7.
